budget,genres,homepage,id,keywords,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count
37000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",http://thetownmovie.warnerbros.com/,23168,"[{""id"": 818, ""name"": ""based on novel""}, {""id"": 975, ""name"": ""money laundering""}, {""id"": 1546, ""name"": ""ambulance""}, {""id"": 1680, ""name"": ""boston""}, {""id"": 1700, ""name"": ""massachusetts""}, {""id"": 1929, ""name"": ""bank manager""}, {""id"": 2231, ""name"": ""drug dealer""}, {""id"": 2778, ""name"": ""florist""}, {""id"": 2779, ""name"": ""flower shop""}, {""id"": 3607, ""name"": ""hold-up robbery""}, {""id"": 8054, ""name"": ""volunteer""}, {""id"": 8627, ""name"": ""stolen money""}, {""id"": 9713, ""name"": ""friends""}, {""id"": 9775, ""name"": ""car set on fire""}, {""id"": 10847, ""name"": ""boston garden""}, {""id"": 11148, ""name"": ""police chase""}, {""id"": 12392, ""name"": ""best friend""}, {""id"": 155726, ""name"": ""fenway park""}]",en,The Town,"Doug MacRay is a longtime thief, who, smarter than the rest of his crew, is looking for his chance to exit the game. When a bank job leads to the group kidnapping an attractive branch manager, he takes on the role of monitoring her – but their burgeoning relationship threatens to unveil the identities of Doug and his crew to the FBI Agent who is on their case.",24.218358,"[{""name"": ""Legendary Pictures"", ""id"": 923}, {""name"": ""GK Films"", ""id"": 3281}, {""name"": ""Thunder Road Pictures"", ""id"": 3528}, {""name"": ""Warner Bros."", ""id"": 6194}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2010-09-15,154026136,125.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Welcome to the bank robbery capital of America.,The Town,7.0,1468
40000000,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",http://whattoexpectthefilm.com/,76494,"[{""id"": 818, ""name"": ""based on novel""}, {""id"": 2393, ""name"": ""adoption""}, {""id"": 10721, ""name"": ""pregnant""}, {""id"": 17986, ""name"": ""miscarriage""}, {""id"": 160945, ""name"": ""expectant father""}, {""id"": 161534, ""name"": ""pregnant wife""}, {""id"": 163699, ""name"": ""vomiting""}, {""id"": 180702, ""name"": ""expecting twins""}, {""id"": 180706, ""name"": ""open air cinema""}, {""id"": 180715, ""name"": ""giving birth""}]",en,What to Expect When You're Expecting,"Challenges of impending parenthood turn the lives of five couples upside down. Two celebrities are unprepared for the surprise demands of pregnancy; hormones wreak havoc on a baby-crazy author, while her husband tries not to be outdone by his father, who's expecting twins with his young trophy wife; a photographer's husband isn't sure about his wife's adoption plans; a one-time hook-up results in a surprise pregnancy for rival food-truck owners.",27.009722999999997,"[{""name"": ""Alcon Entertainment"", ""id"": 1088}, {""name"": ""Lionsgate"", ""id"": 1632}, {""name"": ""Phoenix Pictures"", ""id"": 11317}, {""name"": ""What to Expect Productions"", ""id"": 19577}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2012-05-17,79700000,110.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,It's too late to pull out now.,What to Expect When You're Expecting,5.8,594
30000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",http://copoutmovie.warnerbros.com/dvd/,23742,"[{""id"": 242, ""name"": ""new york""}, {""id"": 975, ""name"": ""money laundering""}, {""id"": 5600, ""name"": ""daughter""}, {""id"": 6149, ""name"": ""police""}, {""id"": 11199, ""name"": ""undercover cop""}, {""id"": 11459, ""name"": ""locked in trunk of car""}, {""id"": 11460, ""name"": ""baseball card""}, {""id"": 13027, ""name"": ""wedding""}, {""id"": 15090, ""name"": ""police officer""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}]",en,Cop Out,"Detectives Jimmy and Paul, despite nine years as partners, can still sometimes seem like polar opposites – especially when Paul's unpredictable antics get them suspended without pay. Already strapped for cash and trying to pay for his daughter's wedding, Jimmy decides to sell a rare baseball card that's worth tens of thousands. Unfortunately, when the collector's shop is robbed and the card vanishes with the crook, Paul and Jimmy end up going rogue, tracking down the card and the drug ring behind its theft, all on their own time, and without any backup – except for each other.",25.825771,"[{""name"": ""Warner Bros."", ""id"": 6194}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2010-02-26,55583804,107.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Released,Rock out with your Glock out,Cop Out,5.3,511
38000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",http://howtobesinglemovie.com/,259694,"[{""id"": 242, ""name"": ""new york""}, {""id"": 818, ""name"": ""based on novel""}, {""id"": 2864, ""name"": ""one-night stand""}, {""id"": 9457, ""name"": ""single""}]",en,How to Be Single,"New York City is full of lonely hearts seeking the right match, and what Alice, Robin, Lucy, Meg, Tom and David all have in common is the need to learn how to be single in a world filled with ever-evolving definitions of love.",46.078371000000004,"[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Flower Films"", ""id"": 2214}, {""name"": ""Metro-Goldwyn-Mayer Pictures"", ""id"": 6127}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2016-01-21,112343513,110.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Welcome to the party,How to Be Single,5.9,1201
37000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}]",http://dolphintalemovie.warnerbros.com/index.html,62837,"[{""id"": 630, ""name"": ""dolphin""}, {""id"": 5202, ""name"": ""boy""}, {""id"": 11060, ""name"": ""trap""}, {""id"": 13088, ""name"": ""summer""}, {""id"": 41605, ""name"": ""tail""}]",en,Dolphin Tale,A story centered on the friendship between a boy and a dolphin whose tail was lost in a crab trap.,6.638389999999999,"[{""name"": ""Alcon Entertainment"", ""id"": 1088}, {""name"": ""Arc Productions"", ""id"": 10280}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2011-09-23,95404397,113.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Inspired by the amazing true story of Winter.,Dolphin Tale,6.7,163
37000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",http://www.twilightthemovie.com,8966,"[{""id"": 815, ""name"": ""soulmates""}, {""id"": 3133, ""name"": ""vampire""}, {""id"": 3691, ""name"": ""forbidden love""}, {""id"": 4978, ""name"": ""immortality""}, {""id"": 14782, ""name"": ""trust""}, {""id"": 33513, ""name"": ""desire""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}, {""id"": 187056, ""name"": ""woman director""}, {""id"": 212760, ""name"": ""interspecies romance""}, {""id"": 223438, ""name"": ""based on young adult novel""}, {""id"": 231407, ""name"": ""fang vamp""}]",en,Twilight,"When Bella Swan moves to a small town in the Pacific Northwest to live with her father, she starts school and meets the reclusive Edward Cullen, a mysterious classmate who reveals himself to be a 108-year-old vampire. Despite Edward's repeated cautions, Bella can't help but fall in love with him, a fatal move that endangers her own life when a coven of bloodsuckers try to challenge the Cullen clan.",127.084938,"[{""name"": ""Summit Entertainment"", ""id"": 491}, {""name"": ""Maverick Films"", ""id"": 4000}, {""name"": ""Imprint Entertainment"", ""id"": 5218}, {""name"": ""Goldcrest Pictures"", ""id"": 11843}, {""name"": ""Temple Hill Entertainment"", ""id"": 12292}, {""name"": ""Twilight Productions"", ""id"": 57750}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2008-11-20,392616625,122.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"When you can live forever, what do you live for?",Twilight,5.8,3561
37000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",http://werethemillers.warnerbros.com,138832,"[{""id"": 534, ""name"": ""mexico""}, {""id"": 6149, ""name"": ""police""}, {""id"": 10726, ""name"": ""gang""}, {""id"": 13037, ""name"": ""drug smuggling""}, {""id"": 14964, ""name"": ""drug""}, {""id"": 18035, ""name"": ""family""}]",en,We're the Millers,A veteran pot dealer creates a fake family as part of his plan to move a huge shipment of weed into the U.S. from Mexico.,100.348805,"[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""BenderSpink"", ""id"": 6363}, {""name"": ""Heyday Films"", ""id"": 7364}, {""name"": ""Newman/Tooley Films"", ""id"": 16791}, {""name"": ""Vincent Newman Entertainment"", ""id"": 17929}, {""name"": ""Slap Happy Productions (II)"", ""id"": 31073}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2013-08-07,269994119,110.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,-If anyone asks.,We're the Millers,6.8,2972
36000000,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 12, ""name"": ""Adventure""}]",http://www.mgm.com/view/Movie/2387/Hot-T...,23048,"[{""id"": 293, ""name"": ""female nudity""}, {""id"": 2864, ""name"": ""one-night stand""}, {""id"": 4379, ""name"": ""time travel""}, {""id"": 5455, ""name"": ""time machine""}, {""id"": 11792, ""name"": ""incest overtones""}, {""id"": 11830, ""name"": ""hot tub""}, {""id"": 11832, ""name"": ""peter pan syndrome""}, {""id"": 11833, ""name"": ""forty something""}, {""id"": 159558, ""name"": ""skiing""}]",en,Hot Tub Time Machine,"A malfunctioning time machine at a ski resort takes a man back to 1986 with his two friends and nephew, where they must relive a fateful night and not change anything to make sure the nephew is born.",33.926473,"[{""name"": ""United Artists"", ""id"": 60}, {""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}, {""name"": ""New Crime Productions"", ""id"": 12886}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2010-03-26,64572262,101.0,"[{""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Kick some past,Hot Tub Time Machine,6.0,894
36000000,"[{""id"": 10751, ""name"": ""Family""}, {""id"": 18, ""name"": ""Drama""}]",http://www.seewinter.com/,227735,"[{""id"": 630, ""name"": ""dolphin""}, {""id"": 2269, ""name"": ""aquarium""}, {""id"": 15058, ""name"": ""swimming""}]",en,Dolphin Tale 2,The team of people who saved Winter's life reassemble in the wake of her surrogate mother's passing in order to find her a companion so she can remain at the Clearwater Marine Hospital.,6.967857,"[{""name"": ""Alcon Entertainment"", ""id"": 1088}, {""name"": ""Color Force"", ""id"": 5420}, {""name"": ""Boxing Cat Films"", ""id"": 12626}, {""name"": ""St. Petersburg Clearwater Film Commission"", ""id"": 68621}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2014-09-12,52424533,107.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,WINTER's amazing true story... now has HOPE.,Dolphin Tale 2,6.7,96
36000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}]",http://www.newline.com/properties/manaparta.html,8409,"[{""id"": 1522, ""name"": ""repayment""}, {""id"": 1679, ""name"": ""arbitrary law""}, {""id"": 8015, ""name"": ""cop""}, {""id"": 13056, ""name"": ""loss of wife""}]",en,A Man Apart,"When Vetter's wife is killed in a botched hit organized by Diablo, he seeks revenge against those responsible. But in the process, Vetter and Hicks have to fight their way up the chain to get to Diablo but it's easier said than done when all Vetter can focus on is revenge.",19.854932,"[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Newman/Tooley Films"", ""id"": 16791}, {""name"": ""Joseph Nittolo Entertainment"", ""id"": 21975}, {""name"": ""\""DIA\"" Productions GmbH & Co. KG"", ""id"": 37103}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2003-04-04,44350926,109.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Released,Love changes a man. Revenge tears him apart.,A Man Apart,5.8,258
37000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 27, ""name"": ""Horror""}]",http://whatdoyoubelieve.warnerbros.com/,48171,"[{""id"": 716, ""name"": ""vatican""}, {""id"": 8608, ""name"": ""violinist""}, {""id"": 11612, ""name"": ""hospital""}, {""id"": 17986, ""name"": ""miscarriage""}, {""id"": 159940, ""name"": ""exorcist""}, {""id"": 170577, ""name"": ""roman catholic""}, {""id"": 172232, ""name"": ""seminary""}, {""id"": 172240, ""name"": ""limp""}, {""id"": 172242, ""name"": ""toad""}, {""id"": 172246, ""name"": ""clergy""}, {""id"": 172248, ""name"": ""formalin""}, {""id"": 172251, ""name"": ""walking cane""}]",en,The Rite,"Seminary student Michael Kovak (Colin O'Donoghue) reluctantly attends exorcism school at the Vatican. While he’s in Rome, Michael meets an unorthodox priest, Father Lucas (Anthony Hopkins), who introduces him to the darker side of his faith, uncovering the devil’s reach even to one of the holiest places on Earth.",11.492474000000001,"[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Contrafilm"", ""id"": 1836}, {""name"": ""Mid Atlantic Films"", ""id"": 2735}, {""name"": ""Hungarian National Film Office"", ""id"": 17336}, {""name"": ""Lazio Film Commission"", ""id"": 20419}, {""name"": ""Rome Film Commission"", ""id"": 21211}, {""name"": ""Italian Tax Credit"", ""id"": 21212}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""HU"", ""name"": ""Hungary""}, {""iso_3166_1"": ""IT"", ""name"": ""Italy""}]",2011-01-28,96047633,114.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""it"", ""name"": ""Italiano""}, {""iso_639_1"": ""hu"", ""name"": ""Magyar""}, {""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}, {""iso_639_1"": ""la"", ""name"": ""Latin""}, {""iso_639_1"": ""cy"", ""name"": ""Cymraeg""}]",Released,You can only defeat it when you believe.,The Rite,5.8,556
37000000,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",http://www.spacechimpspower.com/,11802,"[{""id"": 1826, ""name"": ""space marine""}, {""id"": 2552, ""name"": ""chimp""}, {""id"": 9882, ""name"": ""space""}, {""id"": 179430, ""name"": ""aftercreditsstinger""}]",en,Space Chimps,"Circus monkey Ham III works in a circus where he's regularly shot from a canon but he still lives in the shadow of his father's legacy. A natural born rebel against authority, Ham III is initially reluctant to go on a dangerous space mission to rescue a lost space probe, but away he goes, for lots of RIGHT STUFF-style astro-training alongside two highly prepared chimps, Luna and Titan.",6.293216999999999,"[{""name"": ""Starz Media"", ""id"": 2659}, {""name"": ""Starz Animation"", ""id"": 2885}, {""name"": ""Odyssey Entertainment"", ""id"": 3539}, {""name"": ""Studiopolis"", ""id"": 81138}, {""name"": ""Vanguard Animation"", ""id"": 81139}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2008-07-17,63800345,81.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"Houston, we have a problem!",Space Chimps,5.2,99
35000000,"[{""id"": 35, ""name"": ""Comedy""}]",http://hangoverpart2.warnerbros.com/dvd/,18785,"[{""id"": 3508, ""name"": ""underwear""}, {""id"": 4809, ""name"": ""tiger""}, {""id"": 8070, ""name"": ""stag night""}, {""id"": 11461, ""name"": ""hangover""}, {""id"": 11462, ""name"": ""lost weekend""}, {""id"": 11464, ""name"": ""bag over head""}, {""id"": 11465, ""name"": ""chapel""}, {""id"": 11467, ""name"": ""hit with tire iron""}, {""id"": 11469, ""name"": ""memory loss""}, {""id"": 14570, ""name"": ""las vegas""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}, {""id"": 188960, ""name"": ""elevator""}]",en,The Hangover,"When three friends finally come to after a raucous night of bachelor-party revelry, they find a baby in the closet and a tiger in the bathroom. But they can't seem to locate their best friend, Doug – who's supposed to be tying the knot. Launching a frantic search for Doug, the trio perseveres through a nasty hangover to try to make it to the church on time.",82.21166,"[{""name"": ""Legendary Pictures"", ""id"": 923}, {""name"": ""Green Hat Films"", ""id"": 3527}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""IFP Westcoast Erste"", ""id"": 12235}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2009-06-05,459270619,100.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Some guys just can't handle Vegas.,The Hangover,7.2,6173
29000000,"[{""id"": 18, ""name"": ""Drama""}]",http://www.theblindsidemovie.com/,22881,"[{""id"": 579, ""name"": ""american football""}, {""id"": 2393, ""name"": ""adoption""}, {""id"": 2470, ""name"": ""education""}, {""id"": 3551, ""name"": ""private school""}, {""id"": 6075, ""name"": ""sport""}, {""id"": 155791, ""name"": ""american football player""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}]",en,The Blind Side,"Oversized African-American, Michael Oher, the teen from across the tracks and a broken home, has nowhere to sleep at age 16. Taken in by an affluent Memphis couple, Michael embarks on a remarkable rise to play for the NFL.",25.767395,"[{""name"": ""Alcon Entertainment"", ""id"": 1088}, {""name"": ""Left Tackle Pictures"", ""id"": 12193}, {""name"": ""Zucker/Netter Productions"", ""id"": 12194}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2009-11-20,309208309,129.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Based on the extraordinary true story,The Blind Side,7.2,1597
35000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",http://horriblebossesmovie.warnerbros.com/index.html,51540,"[{""id"": 5514, ""name"": ""conspiracy of murder""}, {""id"": 5812, ""name"": ""bad boss""}, {""id"": 6021, ""name"": ""employee""}, {""id"": 10201, ""name"": ""death of father""}, {""id"": 41158, ""name"": ""stakeout""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}]",en,Horrible Bosses,"For Nick, Kurt and Dale, the only thing that would make the daily grind more tolerable would be to grind their intolerable bosses into dust. Quitting is not an option, so, with the benefit of a few-too-many drinks and some dubious advice from a hustling ex-con, the three friends devise a convoluted and seemingly foolproof plan to rid themselves of their respective employers... permanently.",50.309843,"[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Rat Entertainment"", ""id"": 12007}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2011-07-08,117000000,98.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Ever wish your boss was dead?,Horrible Bosses,6.5,2277
38000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 37, ""name"": ""Western""}]",http://www.truegritmovie.com/,44264,"[{""id"": 1872, ""name"": ""loss of father""}, {""id"": 2123, ""name"": ""father murder""}, {""id"": 5901, ""name"": ""texas ranger""}, {""id"": 7464, ""name"": ""alcoholism""}, {""id"": 10085, ""name"": ""betrayal""}]",en,True Grit,"Following the murder of her father by hired hand Tom Chaney, 14-year-old farm girl Mattie Ross sets out to capture the killer. To aid her, she hires the toughest U.S. Marshal she can find, a man with ""true grit,"" Reuben J. ""Rooster"" Cogburn. Mattie insists on accompanying Cogburn, whose drinking, sloth, and generally reprobate character do not augment her faith in him. Against his wishes, she joins him in his trek into the Indian Nations in search of Chaney. They are joined by Texas Ranger LaBoeuf, who wants Chaney for his own purposes. The unlikely trio find danger and adventure on the journey, and each has his or her ""grit"" tested.",49.292384000000006,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Scott Rudin Productions"", ""id"": 258}, {""name"": ""Mike Zoss Productions"", ""id"": 2092}, {""name"": ""Skydance Productions"", ""id"": 6277}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2010-12-22,252276927,110.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Punishment Comes One Way or Another.,True Grit,7.2,1668
35000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",http://www.devilwearspradamovie.com/,350,"[{""id"": 90, ""name"": ""paris""}, {""id"": 736, ""name"": ""journalist""}, {""id"": 917, ""name"": ""journalism""}, {""id"": 1854, ""name"": ""world of fasion""}, {""id"": 3486, ""name"": ""fashion journal""}, {""id"": 3487, ""name"": ""assistant""}, {""id"": 3488, ""name"": ""job entrant""}, {""id"": 3489, ""name"": ""job interview""}, {""id"": 4222, ""name"": ""editor-in-chief""}]",en,The Devil Wears Prada,The Devil Wears Prada is about a young journalist who moves to New York to work in the fashion industry. Her boss however is extremely demanding and cruel and won’t let her succeed if she doesn’t fit into the high class elegant look of their magazine when all she really wants to be a good journalist.,83.89325699999999,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Dune Entertainment"", ""id"": 444}, {""name"": ""Major Studio Partners"", ""id"": 445}, {""name"": ""Peninsula Films"", ""id"": 682}, {""name"": ""Fox 2000 Pictures"", ""id"": 711}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2006-06-30,326551094,109.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",Released,Meet Andy Sachs. A million girls would kill to have her job. She's not one of them.,The Devil Wears Prada,7.0,3088
35000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",http://www.identitythiefmovie.com,109431,[],en,Identity Thief,"When a mild-mannered businessman learns his identity has been stolen, he hits the road in an attempt to foil the thief -- a trip that puts him in the path of a deceptively harmless-looking woman.",34.005726,"[{""name"": ""Stuber Productions"", ""id"": 4403}, {""name"": ""Aggregate Films"", ""id"": 37361}, {""name"": ""DumbDumb"", ""id"": 37362}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2013-02-07,173965010,111.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,She's having the time of his life,Identity Thief,5.6,1645
35000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}]",http://www.sonypictures.com/movies/21/,8065,"[{""id"": 395, ""name"": ""gambling""}, {""id"": 1317, ""name"": ""card game""}, {""id"": 1992, ""name"": ""professor""}, {""id"": 2463, ""name"": ""harvard university""}, {""id"": 2566, ""name"": ""cohabitant""}, {""id"": 3616, ""name"": ""college""}, {""id"": 5490, ""name"": ""girlfriend""}, {""id"": 5948, ""name"": ""studies""}, {""id"": 5984, ""name"": ""dormitory""}, {""id"": 6054, ""name"": ""friendship""}, {""id"": 7996, ""name"": ""blackjack""}]",en,21,"Ben Campbell is a young, highly intelligent, student at M.I.T. in Boston who strives to succeed. Wanting a scholarship to transfer to Harvard School of Medicine with the desire to become a doctor, Ben learns that he cannot afford the $300,000 for the four to five years of schooling as he comes from a poor, working-class background. But one evening, Ben is introduced by his unorthodox math professor Micky Rosa into a small but secretive club of five. Students Jill, Choi, Kianna, and Fisher, who are being trained by Professor Rosa of the skill of card counting at blackjack.",45.149947999999995,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Relativity Media"", ""id"": 7295}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2008-03-27,69823199,123.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,They proved the Vegas Blackjack System was beatable...by beating the hell out of it.,21,6.5,1375
35000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",http://disney.go.com/disneypictures/skyhigh/,11459,"[{""id"": 1701, ""name"": ""hero""}, {""id"": 1797, ""name"": ""loyalty""}, {""id"": 2422, ""name"": ""mockery""}, {""id"": 4769, ""name"": ""supernatural powers""}, {""id"": 6270, ""name"": ""high school""}, {""id"": 10364, ""name"": ""mission""}, {""id"": 163455, ""name"": ""super powers""}, {""id"": 213104, ""name"": ""teen superheroes""}]",en,Sky High,"Set in a world where superheroes are commonly known and accepted, young Will Stronghold, the son of the Commander and Jetstream, tries to find a balance between being a normal teenager and an extraordinary being.",11.041659,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Gunn Films"", ""id"": 3538}, {""name"": ""Max Stronghold Productions Inc."", ""id"": 56980}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2005-07-29,86369815,100.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Saving The World... One Homework Assignment At A Time.,Sky High,5.8,550
35000000,"[{""id"": 18, ""name"": ""Drama""}]",http://disney.go.com/disneypictures/secretariat/,39486,"[{""id"": 643, ""name"": ""horse race""}, {""id"": 2284, ""name"": ""horseback riding""}, {""id"": 5565, ""name"": ""biography""}]",en,Secretariat,"Housewife and mother Penny Chenery agrees to take over her ailing father's Virginia-based Meadow Stables, despite her lack of horse-racing knowledge. Against all odds, Chenery - with the help of veteran trainer Lucien Laurin - manages to navigate the male-dominated business, ultimately fostering the first Triple Crown winner in 25 years.",9.525037,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Fast Track Productions"", ""id"": 22880}, {""name"": ""Mayhem Pictures"", ""id"": 22881}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2010-08-20,60251371,123.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The Impossible True Story,Secretariat,6.8,103
35000000,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 35, ""name"": ""Comedy""}]",http://www.fwb-movie.com/,50544,"[{""id"": 3739, ""name"": ""funeral""}, {""id"": 9713, ""name"": ""friends""}, {""id"": 11612, ""name"": ""hospital""}, {""id"": 179430, ""name"": ""aftercreditsstinger""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}]",en,Friends with Benefits,"Jamie is a New York-based executive recruiter who entices Dylan, an art director from Los Angeles, to take a job at the New York office of GQ magazine. Finding that they have much in common, the two become fast friends. Feeling jaded by a number of broken romances, Dylan and Jamie decide that they are ready to quit looking for true love and focus on having fun. However, complications unfold when the two best pals add sex to their relationship.",40.526587,"[{""name"": ""Castle Rock Entertainment"", ""id"": 97}, {""name"": ""Screen Gems"", ""id"": 3287}, {""name"": ""Olive Bridge Entertainment"", ""id"": 7291}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2011-07-21,150483765,109.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Some friends come with a happy ending.,Friends with Benefits,6.5,2237
