node,BreitbartNews,FiveThirtyEight,csmonitor,MotherJones,NRO,dailykos,theblaze,thenation,DRUDGE_REPORT,WSJ,washingtonpost,FoxNews,NPR
25206756,0,0,0,0,0,0,0,0,0,1,1,0,0
25206804,0,0,0,0,0,0,0,0,0,1,0,0,0
25207128,0,0,0,0,0,0,0,0,0,1,0,1,1
25207399,0,0,0,0,0,0,0,0,0,1,0,0,0
25207412,0,0,0,0,0,0,0,0,0,1,1,0,0
25207608,0,0,0,0,0,0,0,0,0,1,0,0,0
25207978,0,0,0,0,0,0,0,0,0,1,1,0,0
25208001,0,0,0,0,0,0,0,0,0,1,0,0,0
25208072,0,0,0,0,0,0,0,0,0,1,0,0,1
25208327,0,0,0,0,0,0,0,0,0,1,0,1,1
25208333,0,0,0,0,0,0,0,0,0,1,0,1,1
25208482,0,0,0,0,0,0,0,0,0,1,0,1,1
25208579,0,0,0,0,0,0,0,0,0,1,0,1,1
25208678,0,0,0,0,0,0,0,0,0,1,0,1,1
25208690,0,0,0,0,0,0,0,0,0,1,0,1,0
25209742,0,0,0,0,0,0,0,0,0,1,0,1,1
25210583,0,0,0,0,0,0,0,0,0,1,0,1,1
25210623,0,0,0,0,0,0,0,0,0,1,0,0,0
25211076,0,0,0,0,0,0,0,0,0,1,0,1,0
25211365,0,0,0,0,0,0,0,0,0,1,0,1,0
25211404,0,0,0,0,0,0,0,0,0,1,0,1,0
25211554,0,0,0,0,0,0,0,0,0,1,0,1,0
25211583,0,0,0,0,0,0,0,0,0,1,1,0,0
25211836,0,0,0,0,0,0,0,0,0,1,1,1,0
25212179,0,0,0,0,0,0,0,0,0,1,0,0,0
25212470,0,0,0,0,0,0,0,0,0,1,1,0,1
25212917,0,0,0,0,0,0,0,0,0,1,1,0,0
25212999,0,0,0,0,0,0,0,0,0,1,0,0,0
25213051,0,0,0,0,0,0,0,0,0,1,0,0,0
25213433,0,0,0,0,0,0,0,0,0,1,0,1,0
25213541,0,0,0,0,0,0,0,0,0,1,0,1,0
25213554,0,0,0,0,0,0,0,0,0,1,1,1,1
25214154,0,0,0,0,0,0,0,0,0,1,0,0,0
25214562,0,0,0,0,0,0,0,0,0,1,0,0,0
25214812,0,0,0,0,0,0,0,0,0,1,0,1,1
25215128,0,0,0,0,0,0,0,0,0,1,0,0,0
25215343,0,0,0,0,0,0,0,0,0,1,0,1,0
25216108,0,0,0,0,0,0,0,0,0,1,1,1,1
25216216,0,0,0,0,0,0,0,0,0,1,0,0,0
25217106,0,0,0,0,0,0,0,0,0,1,1,1,1
25217821,0,0,0,0,0,0,0,0,0,1,0,1,0
25219165,0,0,0,0,0,0,0,0,0,1,0,1,0
25219320,0,0,0,0,0,0,0,0,0,1,0,0,0
25219409,0,0,0,0,0,0,0,0,0,1,0,0,0
25219468,0,0,0,0,0,0,0,0,0,1,0,1,1
25219479,0,0,0,0,0,0,0,0,0,1,0,1,1
25219728,0,0,0,0,0,0,0,0,0,1,1,1,1
25220392,0,0,0,0,0,0,0,0,0,1,1,0,0
25220472,0,0,0,0,0,0,0,0,0,1,0,0,0
25221016,0,0,0,0,0,0,0,0,0,1,0,1,1
25221272,0,0,0,0,0,0,0,0,0,1,0,1,1
25221319,0,0,0,0,0,0,0,0,0,1,1,1,0
25221498,0,0,0,0,0,0,0,0,0,1,1,0,0
25222228,0,0,0,0,0,0,0,0,0,1,0,1,1
25222349,0,0,0,0,0,0,0,0,0,1,0,0,1
25222926,0,0,0,0,0,0,0,0,0,1,1,1,0
25223099,0,0,0,0,0,0,0,0,0,1,0,0,0
25223254,0,0,0,0,0,0,0,0,0,1,0,0,0
25223298,0,0,0,0,0,0,0,0,0,1,0,1,1
25223924,0,0,0,0,0,0,0,0,0,1,0,1,1
25223988,0,0,0,0,0,0,0,0,0,1,0,1,0
25224076,0,0,0,0,0,0,0,0,0,1,0,0,0
25224110,0,0,0,0,0,0,0,0,0,1,0,1,1
25224135,0,0,0,0,0,0,0,0,0,1,0,0,0
25224169,0,0,0,0,0,0,0,0,0,1,0,0,0
25224358,0,0,0,0,0,0,0,0,0,1,0,0,0
25224881,0,0,0,0,0,0,0,0,0,1,0,1,0
25224919,0,0,0,0,0,0,0,0,0,1,1,1,0
25224983,0,0,0,0,0,0,0,0,0,1,0,0,0
25225129,0,0,0,0,0,0,0,0,0,1,0,1,1
25225130,0,0,0,0,0,0,0,0,0,1,1,1,1
25225528,0,0,0,0,0,0,0,0,0,1,0,0,0
25225543,0,0,0,0,0,0,0,0,0,1,0,1,0
25226152,0,0,0,0,0,0,0,0,0,1,0,0,0
25226338,0,0,0,0,0,0,0,0,0,1,1,1,1
25226455,0,0,0,0,0,0,0,0,0,1,0,1,1
25226499,0,0,0,0,0,0,0,0,0,1,0,1,1
25227125,0,0,0,0,0,0,0,0,0,1,0,1,1
25227249,0,0,0,0,0,0,0,0,0,1,1,1,0
25227471,0,0,0,0,0,0,0,0,0,1,1,1,0
25228859,0,0,0,0,0,0,0,0,0,1,0,1,0
25228942,0,0,0,0,0,0,0,0,0,1,1,0,0
25229477,0,0,0,0,0,0,0,0,0,1,0,1,0
25230447,0,0,0,0,0,0,0,0,0,1,0,1,1
25231118,0,0,0,0,0,0,0,0,0,1,1,0,0
25231797,0,0,0,0,0,0,0,0,0,1,0,0,1
25232029,0,0,0,0,0,0,0,0,0,1,0,0,0
25232296,0,0,0,0,0,0,0,0,0,1,1,0,1
25232417,0,0,0,0,0,0,0,0,0,1,0,0,0
25232621,0,0,0,0,0,0,0,0,0,1,0,1,0
25233090,0,0,0,0,0,0,0,0,0,1,0,0,0
25233231,0,0,0,0,0,0,0,0,0,1,0,0,1
25233430,0,0,0,0,0,0,0,0,0,1,1,0,0
25234052,0,0,0,0,0,0,0,0,0,1,1,0,0
25234118,0,0,0,0,0,0,0,0,0,1,0,1,1
25234238,0,0,0,0,0,0,0,0,0,1,0,0,0
25234408,0,0,0,0,0,0,0,0,0,1,1,1,1
25234613,0,0,0,0,0,0,0,0,0,1,0,0,0
25234945,0,0,0,0,0,0,0,0,0,1,0,0,1
25235031,0,0,0,0,0,0,0,0,0,1,1,0,0
25235047,0,0,0,0,0,0,0,0,0,1,0,1,0
25235287,0,0,0,0,0,0,0,0,0,1,0,0,1
25235300,0,0,0,0,0,0,0,0,0,1,1,1,0
25235832,0,0,0,0,0,0,0,0,0,1,0,1,0
25235940,0,0,0,0,0,0,0,0,0,1,0,1,0
25236122,0,0,0,0,0,0,0,0,0,1,0,0,0
25236688,0,0,0,0,0,0,0,0,0,1,0,0,0
25237361,0,0,0,0,0,0,0,0,0,1,1,0,1
25237471,0,0,0,0,0,0,0,0,0,1,0,0,0
25237686,0,0,0,0,0,0,0,0,0,1,0,0,0
25238323,0,0,0,0,0,0,0,0,0,1,0,1,1
25238354,0,0,0,0,0,0,0,0,0,1,0,1,0
25238600,0,0,0,0,0,0,0,0,0,1,0,1,0
25238704,0,0,0,0,0,0,0,0,0,1,1,1,0
25238749,0,0,0,0,0,0,0,0,0,1,0,0,1
25238788,0,0,0,0,0,0,0,0,0,1,0,0,1
25239117,0,0,0,0,0,0,0,0,0,1,0,0,1
25239194,0,0,0,0,0,0,0,0,0,1,0,0,0
25239434,0,0,0,0,0,0,0,0,0,1,0,1,1
25239520,0,0,0,0,0,0,0,0,0,1,0,0,1
25239699,0,0,0,0,0,0,0,0,0,1,0,1,1
25239956,0,0,0,0,0,0,0,0,0,1,0,1,1
25240101,0,0,0,0,0,0,0,0,0,1,0,0,0
25240537,0,0,0,0,0,0,0,0,0,1,0,1,0
25240619,0,0,0,0,0,0,0,0,0,1,0,0,0
25240730,0,0,0,0,0,0,0,0,0,1,0,1,1
25240893,0,0,0,0,0,0,0,0,0,1,0,0,0
25241378,0,0,0,0,0,0,0,0,0,1,0,0,1
25241754,0,0,0,0,0,0,0,0,0,1,0,1,1
25242148,0,0,0,0,0,0,0,0,0,1,0,0,0
25242260,0,0,0,0,0,0,0,0,0,1,0,1,0
25242778,0,0,0,0,0,0,0,0,0,1,0,1,1
25242787,0,0,0,0,0,0,0,0,0,1,0,1,1
25243375,0,0,0,0,0,0,0,0,0,1,0,1,0
25243446,0,0,0,0,0,0,0,0,0,1,1,1,0
25243723,0,0,0,0,0,0,0,0,0,1,0,1,0
25243946,0,0,0,0,0,0,0,0,0,1,0,0,0
25244026,0,0,0,0,0,0,0,0,0,1,1,1,0
25244279,0,0,0,0,0,0,0,0,0,1,0,1,1
25244641,0,0,0,0,0,0,0,0,0,1,0,0,0
25245548,0,0,0,0,0,0,0,0,0,1,1,0,0
25245639,0,0,0,0,0,0,0,0,0,1,0,1,0
25245838,0,0,0,0,0,0,0,0,0,1,0,0,0
25246034,0,0,0,0,0,0,0,0,0,1,0,0,1
25246180,0,0,0,0,0,0,0,0,0,1,0,1,1
25246323,0,0,0,0,0,0,0,0,0,1,0,1,0
25246444,0,0,0,0,0,0,0,0,0,1,0,1,0
25247517,0,0,0,0,0,0,0,0,0,1,0,1,1
25247674,0,0,0,0,0,0,0,0,0,1,1,0,0
25248524,0,0,0,0,0,0,0,0,0,1,0,1,1
25248663,0,0,0,0,0,0,0,0,0,1,0,0,0
25249054,0,0,0,0,0,0,0,0,0,1,0,0,0
25249061,0,0,0,0,0,0,0,0,0,1,0,1,0
25249273,0,0,0,0,0,0,0,0,0,1,1,1,1
25249423,0,0,0,0,0,0,0,0,0,1,0,0,0
25249451,0,0,0,0,0,0,0,0,0,1,0,0,1
25249567,0,0,0,0,0,0,0,0,0,1,0,1,0
25249719,0,0,0,0,0,0,0,0,0,1,0,0,0
25249726,0,0,0,0,0,0,0,0,0,1,1,0,0
25249918,0,0,0,0,0,0,0,0,0,1,0,0,0
25250366,0,0,0,0,0,0,0,0,0,1,0,1,0
25250432,0,0,0,0,0,0,0,0,0,1,1,0,0
25250455,0,0,0,0,0,0,0,0,0,1,0,1,1
25250533,0,0,0,0,0,0,0,0,0,1,0,1,1
25251100,0,0,0,0,0,0,0,0,0,1,0,1,1
25251207,0,0,0,0,0,0,0,0,0,1,0,1,1
25251262,0,0,0,0,0,0,0,0,0,1,0,1,1
25251587,0,0,0,0,0,0,0,0,0,1,0,1,1
25251755,0,0,0,0,0,0,0,0,0,1,0,1,1
25251855,0,0,0,0,0,0,0,0,0,1,0,1,0
25251863,0,0,0,0,0,0,0,0,0,1,0,1,1
25252070,0,0,0,0,0,0,0,0,0,1,0,1,0
25252468,0,0,0,0,0,0,0,0,0,1,0,1,1
25252841,0,0,0,0,0,0,0,0,0,1,0,1,0
25253479,0,0,0,0,0,0,0,0,0,1,1,0,1
25253692,0,0,0,0,0,0,0,0,0,1,0,0,1
25254692,0,0,0,0,0,0,0,0,0,1,1,0,1
25254771,0,0,0,0,0,0,0,0,0,1,0,1,1
25254925,0,0,0,0,0,0,0,0,0,1,1,0,0
25254940,0,0,0,0,0,0,0,0,0,1,1,1,0
25255096,0,0,0,0,0,0,0,0,0,1,0,1,0
25255108,0,0,0,0,0,0,0,0,0,1,0,0,0
25255193,0,0,0,0,0,0,0,0,0,1,1,1,0
25255429,0,0,0,0,0,0,0,0,0,1,0,0,1
25255624,0,0,0,0,0,0,0,0,0,1,1,0,1
25255702,0,0,0,0,0,0,0,0,0,1,0,1,1
25255876,0,0,0,0,0,0,0,0,0,1,0,1,1
25255967,0,0,0,0,0,0,0,0,0,1,0,0,0
25256097,0,0,0,0,0,0,0,0,0,1,1,0,0
25256340,0,0,0,0,0,0,0,0,0,1,0,0,0
25256848,0,0,0,0,0,0,0,0,0,1,0,0,0
25257159,0,0,0,0,0,0,0,0,0,1,0,0,0
25257167,0,0,0,0,0,0,0,0,0,1,1,0,0
25257849,0,0,0,0,0,0,0,0,0,1,1,1,0
25258209,0,0,0,0,0,0,0,0,0,1,1,0,0
25258355,0,0,0,0,0,0,0,0,0,1,0,0,1
25258798,0,0,0,0,0,0,0,0,0,1,0,0,0
25258812,0,0,0,0,0,0,0,0,0,1,0,0,1
25259097,0,0,0,0,0,0,0,0,0,1,0,1,1
25259244,0,0,0,0,0,0,0,0,0,1,0,1,1
25259274,0,0,0,0,0,0,0,0,0,1,0,1,1
25259835,0,0,0,0,0,0,0,0,0,1,1,1,0
25260666,0,0,0,0,0,0,0,0,0,1,0,1,1
25261676,0,0,0,0,0,0,0,0,0,1,0,1,0
25261735,0,0,0,0,0,0,0,0,0,1,1,1,0
25262483,0,0,0,0,0,0,0,0,0,1,1,1,0
25262549,0,0,0,0,0,0,0,0,0,1,1,1,1
25262784,0,0,0,0,0,0,0,0,0,1,0,1,0
25262811,0,0,0,0,0,0,0,0,0,1,0,1,1
25263055,0,0,0,0,0,0,0,0,0,1,0,0,0
25263154,0,0,0,0,0,0,0,0,0,1,0,1,1
25263478,0,0,0,0,0,0,0,0,0,1,0,1,1
25263504,0,0,0,0,0,0,0,0,0,1,0,0,1
25263510,0,0,0,0,0,0,0,0,0,1,0,1,1
25263748,0,0,0,0,0,0,0,0,0,1,0,0,0
25263754,0,0,0,0,0,0,0,0,0,1,0,1,0
25263903,0,0,0,0,0,0,0,0,0,1,1,0,0
25264063,0,0,0,0,0,0,0,0,0,1,0,0,1
25264196,0,0,0,0,0,0,0,0,0,1,1,1,0
25264292,0,0,0,0,0,0,0,0,0,1,0,0,1
25264566,0,0,0,0,0,0,0,0,0,1,0,1,1
25265115,0,0,0,0,0,0,0,0,0,1,0,0,0
25265306,0,0,0,0,0,0,0,0,0,1,0,1,1
25265417,0,0,0,0,0,0,0,0,0,1,0,0,1
25265462,0,0,0,0,0,0,0,0,0,1,0,1,1
25265992,0,0,0,0,0,0,0,0,0,1,0,1,0
25265999,0,0,0,0,0,0,0,0,0,1,0,1,0
25266611,0,0,0,0,0,0,0,0,0,1,0,1,0
25266643,0,0,0,0,0,0,0,0,0,1,0,1,0
25267422,0,0,0,0,0,0,0,0,0,1,1,1,1
25267682,0,0,0,0,0,0,0,0,0,1,1,1,0
25267955,0,0,0,0,0,0,0,0,0,1,0,1,1
25268016,0,0,0,0,0,0,0,0,0,1,0,1,0
25268174,0,0,0,0,0,0,0,0,0,1,1,0,0
25268367,0,0,0,0,0,0,0,0,0,1,0,0,1
25268652,0,0,0,0,0,0,0,0,0,1,0,1,0
25269413,0,0,0,0,0,0,0,0,0,1,0,0,0
25270121,0,0,0,0,0,0,0,0,0,1,0,0,0
25270531,0,0,0,0,0,0,0,0,0,1,1,0,0
25270783,0,0,0,0,0,0,0,0,0,1,1,1,0
25270905,0,0,0,0,0,0,0,0,0,1,0,0,0
25270966,0,0,0,0,0,0,0,0,0,1,0,0,0
25271071,0,0,0,0,0,0,0,0,0,1,0,1,1
25271252,0,0,0,0,0,0,0,0,0,1,0,0,0
25271308,0,0,0,0,0,0,0,0,0,1,1,1,0
25271536,0,0,0,0,0,0,0,0,0,1,0,1,1
25271812,0,0,0,0,0,0,0,0,0,1,0,1,0
25272966,0,0,0,0,0,0,0,0,0,1,0,1,0
25273270,0,0,0,0,0,0,0,0,0,1,0,1,0
25273379,0,0,0,0,0,0,0,0,0,1,0,1,1
25273389,0,0,0,0,0,0,0,0,0,1,0,1,1
25273747,0,0,0,0,0,0,0,0,0,1,0,1,1
25274262,0,0,0,0,0,0,0,0,0,1,0,0,0
25274610,0,0,0,0,0,0,0,0,0,1,0,0,0
25274843,0,0,0,0,0,0,0,0,0,1,1,0,1
25274999,0,0,0,0,0,0,0,0,0,1,1,1,0
25275108,0,0,0,0,0,0,0,0,0,1,1,0,1
25275325,0,0,0,0,0,0,0,0,0,1,0,0,1
25275382,0,0,0,0,0,0,0,0,0,1,1,0,1
25275466,0,0,0,0,0,0,0,0,0,1,0,0,0
25275503,0,0,0,0,0,0,0,0,0,1,1,1,0
25275594,0,0,0,0,0,0,0,0,0,1,1,1,0
25275938,0,0,0,0,0,0,0,0,0,1,1,0,0
25276389,0,0,0,0,0,0,0,0,0,1,1,1,0
25276476,0,0,0,0,0,0,0,0,0,1,0,1,0
25276626,0,0,0,0,0,0,0,0,0,1,0,0,0
25276651,0,0,0,0,0,0,0,0,0,1,0,0,1
25276848,0,0,0,0,0,0,0,0,0,1,1,1,1
25277196,0,0,0,0,0,0,0,0,0,1,0,1,0
25277212,0,0,0,0,0,0,0,0,0,1,0,1,0
25277360,0,0,0,0,0,0,0,0,0,1,1,1,1
25277363,0,0,0,0,0,0,0,0,0,1,0,1,0
25277571,0,0,0,0,0,0,0,0,0,1,1,1,1
25277777,0,0,0,0,0,0,0,0,0,1,0,0,0
25277920,0,0,0,0,0,0,0,0,0,1,0,1,0
25279127,0,0,0,0,0,0,0,0,0,1,1,1,1
25279163,0,0,0,0,0,0,0,0,0,1,0,1,1
25279265,0,0,0,0,0,0,0,0,0,1,1,1,0
25279276,0,0,0,0,0,0,0,0,0,1,0,0,0
25279407,0,0,0,0,0,0,0,0,0,1,0,1,0
25280071,0,0,0,0,0,0,0,0,0,1,0,0,0
25280207,0,0,0,0,0,0,0,0,0,1,0,0,0
25280665,0,0,0,0,0,0,0,0,0,1,0,0,0
25280959,0,0,0,0,0,0,0,0,0,1,0,0,1
25280992,0,0,0,0,0,0,0,0,0,1,0,0,0
25281056,0,0,0,0,0,0,0,0,0,1,1,1,0
25281387,0,0,0,0,0,0,0,0,0,1,0,1,1
25281532,0,0,0,0,0,0,0,0,0,1,0,1,0
25281571,0,0,0,0,0,0,0,0,0,1,1,1,0
25282237,0,0,0,0,0,0,0,0,0,1,0,0,0
25282246,0,0,0,0,0,0,0,0,0,1,0,1,1
25282476,0,0,0,0,0,0,0,0,0,1,1,0,0
25282648,0,0,0,0,0,0,0,0,0,1,1,0,0
25283108,0,0,0,0,0,0,0,0,0,1,1,1,0
25283225,0,0,0,0,0,0,0,0,0,1,0,1,1
25283354,0,0,0,0,0,0,0,0,0,1,0,0,1
25284152,0,0,0,0,0,0,0,0,0,1,1,1,0
25284350,0,0,0,0,0,0,0,0,0,1,0,1,0
25284548,0,0,0,0,0,0,0,0,0,1,0,1,1
25284607,0,0,0,0,0,0,0,0,0,1,1,0,0
25284819,0,0,0,0,0,0,0,0,0,1,0,1,0
25284877,0,0,0,0,0,0,0,0,0,1,1,0,0
25285152,0,0,0,0,0,0,0,0,0,1,0,0,0
25285235,0,0,0,0,0,0,0,0,0,1,0,1,0
25286188,0,0,0,0,0,0,0,0,0,1,0,1,0
25286417,0,0,0,0,0,0,0,0,0,1,0,0,0
25286897,0,0,0,0,0,0,0,0,0,1,0,0,0
25286921,0,0,0,0,0,0,0,0,0,1,0,0,0
25286962,0,0,0,0,0,0,0,0,0,1,1,1,0
25287215,0,0,0,0,0,0,0,0,0,1,1,1,0
25287289,0,0,0,0,0,0,0,0,0,1,0,1,0
25287439,0,0,0,0,0,0,0,0,0,1,0,1,0
25287867,0,0,0,0,0,0,0,0,0,1,0,0,0
25287961,0,0,0,0,0,0,0,0,0,1,0,0,0
25288205,0,0,0,0,0,0,0,0,0,1,0,0,0
25288748,0,0,0,0,0,0,0,0,0,1,0,0,1
25289065,0,0,0,0,0,0,0,0,0,1,0,1,0
25289811,0,0,0,0,0,0,0,0,0,1,0,1,0
25290596,0,0,0,0,0,0,0,0,0,1,0,0,1
25291126,0,0,0,0,0,0,0,0,0,1,0,0,0
25291235,0,0,0,0,0,0,0,0,0,1,1,0,0
25291441,0,0,0,0,0,0,0,0,0,1,1,1,1
25291528,0,0,0,0,0,0,0,0,0,1,1,1,1
25291555,0,0,0,0,0,0,0,0,0,1,0,1,1
25291738,0,0,0,0,0,0,0,0,0,1,0,1,0
25291812,0,0,0,0,0,0,0,0,0,1,0,1,1
25291893,0,0,0,0,0,0,0,0,0,1,1,1,1
25291996,0,0,0,0,0,0,0,0,0,1,0,1,0
25292260,0,0,0,0,0,0,0,0,0,1,0,1,0
25292579,0,0,0,0,0,0,0,0,0,1,0,1,1
25292724,0,0,0,0,0,0,0,0,0,1,0,1,1
25293766,0,0,0,0,0,0,0,0,0,1,0,0,0
25293984,0,0,0,0,0,0,0,0,0,1,0,1,1
25294034,0,0,0,0,0,0,0,0,0,1,0,1,0
25294143,0,0,0,0,0,0,0,0,0,1,0,0,0
25294234,0,0,0,0,0,0,0,0,0,1,0,1,1
25294661,0,0,0,0,0,0,0,0,0,1,0,1,1
25294905,0,0,0,0,0,0,0,0,0,1,0,0,0
25295331,0,0,0,0,0,0,0,0,0,1,0,1,0
25295712,0,0,0,0,0,0,0,0,0,1,0,1,0
25296137,0,0,0,0,0,0,0,0,0,1,0,0,0
25296755,0,0,0,0,0,0,0,0,0,1,0,1,0
25297325,0,0,0,0,0,0,0,0,0,1,0,1,1
25297893,0,0,0,0,0,0,0,0,0,1,0,1,1
25298006,0,0,0,0,0,0,0,0,0,1,0,1,1
25298057,0,0,0,0,0,0,0,0,0,1,1,0,0
25298153,0,0,0,0,0,0,0,0,0,1,0,1,1
25298175,0,0,0,0,0,0,0,0,0,1,1,0,1
25298242,0,0,0,0,0,0,0,0,0,1,0,1,0
25299675,0,0,0,0,0,0,0,0,0,1,0,1,0
25299720,0,0,0,0,0,0,0,0,0,1,1,1,0
25299919,0,0,0,0,0,0,0,0,0,1,0,0,0
25299977,0,0,0,0,0,0,0,0,0,1,0,1,0
25299998,0,0,0,0,0,0,0,0,0,1,0,1,1
25300849,0,0,0,0,0,0,0,0,0,1,0,0,0
25301329,0,0,0,0,0,0,0,0,0,1,0,1,1
25301339,0,0,0,0,0,0,0,0,0,1,0,0,0
25301482,0,0,0,0,0,0,0,0,0,1,0,1,0
25301775,0,0,0,0,0,0,0,0,0,1,0,0,0
25302339,0,0,0,0,0,0,0,0,0,1,0,1,1
25302821,0,0,0,0,0,0,0,0,0,1,0,1,1
25303302,0,0,0,0,0,0,0,0,0,1,0,1,0
25304589,0,0,0,0,0,0,0,0,0,1,0,0,0
25304661,0,0,0,0,0,0,0,0,0,1,0,0,1
25305090,0,0,0,0,0,0,0,0,0,1,0,1,1
25305339,0,0,0,0,0,0,0,0,0,1,0,1,0
25305457,0,0,0,0,0,0,0,0,0,1,0,0,1
25305761,0,0,0,0,0,0,0,0,0,1,0,1,0
25306255,0,0,0,0,0,0,0,0,0,1,0,0,0
25306356,0,0,0,0,0,0,0,0,0,1,1,1,0
25306367,0,0,0,0,0,0,0,0,0,1,0,0,0
25306401,0,0,0,0,0,0,0,0,0,1,0,1,1
25306821,0,0,0,0,0,0,0,0,0,1,0,1,0
25307609,0,0,0,0,0,0,0,0,0,1,1,1,0
25308067,0,0,0,0,0,0,0,0,0,1,0,1,0
25308132,0,0,0,0,0,0,0,0,0,1,1,0,0
25308290,0,0,0,0,0,0,0,0,0,1,1,0,0
25308366,0,0,0,0,0,0,0,0,0,1,0,1,0
25308424,0,0,0,0,0,0,0,0,0,1,1,0,0
25308529,0,0,0,0,0,0,0,0,0,1,1,0,1
25308598,0,0,0,0,0,0,0,0,0,1,1,1,1
25308880,0,0,0,0,0,0,0,0,0,1,0,1,1
25309595,0,0,0,0,0,0,0,0,0,1,0,1,0
25309694,0,0,0,0,0,0,0,0,0,1,0,0,0
25309724,0,0,0,0,0,0,0,0,0,1,0,1,1
25310251,0,0,0,0,0,0,0,0,0,1,1,0,0
25310725,0,0,0,0,0,0,0,0,0,1,0,1,1
25310997,0,0,0,0,0,0,0,0,0,1,0,0,1
25311034,0,0,0,0,0,0,0,0,0,1,0,0,0
25311336,0,0,0,0,0,0,0,0,0,1,0,1,1
25311389,0,0,0,0,0,0,0,0,0,1,0,1,0
25311469,0,0,0,0,0,0,0,0,0,1,0,0,0
25311586,0,0,0,0,0,0,0,0,0,1,0,0,0
25312188,0,0,0,0,0,0,0,0,0,1,0,0,1
25312228,0,0,0,0,0,0,0,0,0,1,1,1,0
25313306,0,0,0,0,0,0,0,0,0,1,0,1,1
25313392,0,0,0,0,0,0,0,0,0,1,1,0,0
25313483,0,0,0,0,0,0,0,0,0,1,0,0,0
25313714,0,0,0,0,0,0,0,0,0,1,0,0,0
25314108,0,0,0,0,0,0,0,0,0,1,1,1,0
25314513,0,0,0,0,0,0,0,0,0,1,1,1,0
25314567,0,0,0,0,0,0,0,0,0,1,1,0,0
25314695,0,0,0,0,0,0,0,0,0,1,1,1,0
25315612,0,0,0,0,0,0,0,0,0,1,0,0,0
25316138,0,0,0,0,0,0,0,0,0,1,0,0,0
25316411,0,0,0,0,0,0,0,0,0,1,0,1,0
25316546,0,0,0,0,0,0,0,0,0,1,0,0,1
25316569,0,0,0,0,0,0,0,0,0,1,0,0,0
25317389,0,0,0,0,0,0,0,0,0,1,0,1,0
25318546,0,0,0,0,0,0,0,0,0,1,0,0,0
25318561,0,0,0,0,0,0,0,0,0,1,0,1,0
25318954,0,0,0,0,0,0,0,0,0,1,0,0,1
25319133,0,0,0,0,0,0,0,0,0,1,0,0,0
25319672,0,0,0,0,0,0,0,0,0,1,1,1,1
25319921,0,0,0,0,0,0,0,0,0,1,0,1,1
25319941,0,0,0,0,0,0,0,0,0,1,0,0,0
25320044,0,0,0,0,0,0,0,0,0,1,0,0,0
25320079,0,0,0,0,0,0,0,0,0,1,0,0,0
25320095,0,0,0,0,0,0,0,0,0,1,1,1,1
25320286,0,0,0,0,0,0,0,0,0,1,0,0,1
25320325,0,0,0,0,0,0,0,0,0,1,0,1,1
25320343,0,0,0,0,0,0,0,0,0,1,1,1,1
25320779,0,0,0,0,0,0,0,0,0,1,0,1,1
25320806,0,0,0,0,0,0,0,0,0,1,0,0,1
25321140,0,0,0,0,0,0,0,0,0,1,0,1,1
25321900,0,0,0,0,0,0,0,0,0,1,0,1,0
25322076,0,0,0,0,0,0,0,0,0,1,0,1,0
25322279,0,0,0,0,0,0,0,0,0,1,0,1,0
25322280,0,0,0,0,0,0,0,0,0,1,0,1,0
25322839,0,0,0,0,0,0,0,0,0,1,0,0,0
25323457,0,0,0,0,0,0,0,0,0,1,0,1,1
25324190,0,0,0,0,0,0,0,0,0,1,0,0,0
25324374,0,0,0,0,0,0,0,0,0,1,0,1,1
25324560,0,0,0,0,0,0,0,0,0,1,0,1,0
25325376,0,0,0,0,0,0,0,0,0,1,0,1,1
25325740,0,0,0,0,0,0,0,0,0,1,1,0,0
25326242,0,0,0,0,0,0,0,0,0,1,0,0,0
25326808,0,0,0,0,0,0,0,0,0,1,1,1,1
25326812,0,0,0,0,0,0,0,0,0,1,0,0,0
25327041,0,0,0,0,0,0,0,0,0,1,1,0,1
25327173,0,0,0,0,0,0,0,0,0,1,0,1,1
25327341,0,0,0,0,0,0,0,0,0,1,0,1,0
25327506,0,0,0,0,0,0,0,0,0,1,0,1,1
25327851,0,0,0,0,0,0,0,0,0,1,0,1,1
25328046,0,0,0,0,0,0,0,0,0,1,0,0,0
25328339,0,0,0,0,0,0,0,0,0,1,0,1,1
25329463,0,0,0,0,0,0,0,0,0,1,0,1,1
25329760,0,0,0,0,0,0,0,0,0,1,1,1,1
25329825,0,0,0,0,0,0,0,0,0,1,0,1,1
25330224,0,0,0,0,0,0,0,0,0,1,0,1,0
25330816,0,0,0,0,0,0,0,0,0,1,1,1,0
25330897,0,0,0,0,0,0,0,0,0,1,1,0,1
25331268,0,0,0,0,0,0,0,0,0,1,0,1,1
25331331,0,0,0,0,0,0,0,0,0,1,1,1,0
25331357,0,0,0,0,0,0,0,0,0,1,0,1,0
25331525,0,0,0,0,0,0,0,0,0,1,0,1,1
25331563,0,0,0,0,0,0,0,0,0,1,1,1,1
25331748,0,0,0,0,0,0,0,0,0,1,1,1,0
25332156,0,0,0,0,0,0,0,0,0,1,0,0,0
25332513,0,0,0,0,0,0,0,0,0,1,0,1,0
25332538,0,0,0,0,0,0,0,0,0,1,0,0,0
25332697,0,0,0,0,0,0,0,0,0,1,0,0,0
25333046,0,0,0,0,0,0,0,0,0,1,0,0,0
